sentence,course,discipline,institution,contributor,stance,confidence,prob_disc,prob_cond,prob_enc
"Use of generative AI tools only with prior permission: 
Students are allowed to use Generative AI tools to gather information for internal analysis, external analysis, examples for strategies, definitions, functional strategy examples.",J401: Administrative Policy,Business,Indiana University,Aycan Kara,conditional,0.6396317481994629,0.22059192,0.63963175,0.13977629
"In your submissions, use light gray to highlight the information retrieved using generative AI and cite properly.",J401: Administrative Policy,Business,Indiana University,Aycan Kara,encouraging,0.6216687560081482,0.18924329,0.18908794,0.62166876
(e.g. : “Chat-GPT-4.,J401: Administrative Policy,Business,Indiana University,Aycan Kara,encouraging,0.5981872081756592,0.34296972,0.05884298,0.5981872
Generated using OpenAI.”),J401: Administrative Policy,Business,Indiana University,Aycan Kara,encouraging,0.6562297344207764,0.2203459,0.12342436,0.65622973
You are not allowed to incorporate no more than 25% of a generative AI response in any submission.,J401: Administrative Policy,Business,Indiana University,Aycan Kara,discouraging,0.5820819139480591,0.5820819,0.38283533,0.035082754
"Students are also allowed to use generative AI tools for their final reports in the following manner:
•        pre-writing: before content is created, students can use tools to research topics, collect examples, brainstorm ideas.",J401: Administrative Policy,Business,Indiana University,Aycan Kara,encouraging,0.9639575481414795,0.017777434,0.018264974,0.96395755
"Keep in mind, whatever you enter into the generative AI realm becomes public information.",J401: Administrative Policy,Business,Indiana University,Aycan Kara,encouraging,0.9319301247596741,0.037677627,0.030392185,0.9319301
Never share personal and sensitive information with generative AI chatbots.,J401: Administrative Policy,Business,Indiana University,Aycan Kara,discouraging,0.4154358208179474,0.41543582,0.31266084,0.27190328
Prohibited use of Generative AI:,J401: Administrative Policy,Business,Indiana University,Aycan Kara,discouraging,0.6285709738731384,0.628571,0.24574868,0.12568034
You are not allowed to use generative AI for quizzes.,J401: Administrative Policy,Business,Indiana University,Aycan Kara,discouraging,0.6693548560142517,0.66935486,0.21644811,0.114197016
"Keep in mind, when you complete the quiz, you claim that you are taking credit for the work you, yourself, have completed.",J401: Administrative Policy,Business,Indiana University,Aycan Kara,encouraging,0.9196648597717285,0.04819262,0.032142572,0.91966486
"""The use of AI in this course is permitted, with disclosure.",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,conditional,0.5341278314590454,0.24747762,0.53412783,0.21839452
"ChatGPT and other popular AI products have become routine in most professional settings, much like Google and Microsoft products.",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,encouraging,0.9441627264022827,0.038971987,0.016865319,0.9441627
And I should note clearly that popular AI products are incapable of producing professional-grade writing deliverables without significant context or iteration from the humans using them.,MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,discouraging,0.368910551071167,0.36891055,0.31494194,0.31614748
"I will nearly guarantee that copying and pasting the instructions for an assignment into ChatGPT, then using its output word-for-word will earn you an F on an assignment – not because it violates any particular rules, but because the writing simply will not be concise, personable, or insightful enough.",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,discouraging,0.7308124303817749,0.73081243,0.20003894,0.06914859
"Instead, I highly recommend and encourage you to experiment thoughtfully with AI products.",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,encouraging,0.9481297135353088,0.028785512,0.023084726,0.9481297
"Try out different models (e.g., ChatGPT, Claude, Gemini) and use cases.",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,encouraging,0.9498559236526489,0.029931707,0.020212455,0.9498559
Feel free to lean on these tools for brainstorming and building out your own ideas.,MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,encouraging,0.9625213146209717,0.017814593,0.019664,0.9625213
"In a writing context, I personally use AI products to sharpen my writing mechanics (e.g., grammar) and, occasionally, my arguments.",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,encouraging,0.9636130332946777,0.019871136,0.016515743,0.96361303
"I also rarely if ever use AI tools to evaluate an entire writing deliverable in one query – instead, I ask for grammar and conciseness improvements paragraph-by-paragraph, or even sentence-by-sentence.",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,conditional,0.5073354244232178,0.31660038,0.5073354,0.17606421
"From a research perspective – as with any data source or input, do not ever rely solely on the outputs of an AI model!",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,conditional,0.7592663764953613,0.19330719,0.7592664,0.047426436
"Check every data point and concept against other sources (e.g., academic papers, credible news articles).",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,conditional,0.7211246490478516,0.07616547,0.72112465,0.20270987
"My personal approach is to bounce a few high-level ideas off an AI model, then dive into forums and articles written directly by professionals with authority on a given subject.",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,encouraging,0.9564208984375,0.010428862,0.033150263,0.9564209
"Crucially, AI models hallucinate.",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,encouraging,0.756499707698822,0.13971621,0.10378409,0.7564997
"Finally, please disclose when you use an AI product meaningfully in preparing a writing assignment – such as when each paragraph was checked for grammar issues, when your core concepts were partly informed by an AI product’s output, or when you tracked and recording key data in a tool.",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,encouraging,0.6742639541625977,0.16479443,0.16094162,0.67426395
Please email me at john.frechette@gwu.edu if you have any questions at all about this policy.,MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,encouraging,0.7731943130493164,0.14813706,0.07866859,0.7731943
"A key motivation for laying out this policy in detail is so that you feel comfortable discussing the topic with me, and asking clarifying questions as needed.",MGT 6253 - Leadership & Executive Development,Business,George Washington University,John Frechette,encouraging,0.9612646698951721,0.016707933,0.022027388,0.96126467
"Online Academic Integrity Policy
When taking an online class, there are a lot of tools available to help you with your work.",COM 120 Interpersonal Communication,Communication,Wake Technical Community College,Kate C Jones,encouraging,0.964286744594574,0.024079343,0.011633897,0.96428674
"That means that you should not present someone else’s work as your own, look up the correct answer to test questions online or use Artiﬁcial Intelligence (AI) tools, such as chatGPT and others, to generate answers for class assignments.",COM 120 Interpersonal Communication,Communication,Wake Technical Community College,Kate C Jones,discouraging,0.5246323347091675,0.52463233,0.41513476,0.060232926
"AI Use Policy
Permitted Uses: How and when you may use AI in this class will be detailed within each assignment.",COM 120 Interpersonal Communication,Communication,Wake Technical Community College,Kate C Jones,encouraging,0.8741248250007629,0.09729141,0.028583702,0.8741248
"If the assignment instructions do not specify that AI tools are allowed, their use is prohibited.",COM 120 Interpersonal Communication,Communication,Wake Technical Community College,Kate C Jones,discouraging,0.7021197080612183,0.7021197,0.22949564,0.06838464
"Prohibited Uses: You may NOT Submit AI-generated content as your own without any modiﬁcation; Use AI to replace critical thinking, analysis, or personal engagement with the material; Use AI tools on assignments where their use has not been explicitly allowed in the instructions.",COM 120 Interpersonal Communication,Communication,Wake Technical Community College,Kate C Jones,discouraging,0.6676603555679321,0.66766036,0.31279102,0.019548697
"AI Caution: Even when permitted, using AI can be risky.",COM 120 Interpersonal Communication,Communication,Wake Technical Community College,Kate C Jones,conditional,0.5941187143325806,0.27446932,0.5941187,0.13141198
